3 MONTHS REVIEW HIV,3,HIV,HIV
MED CERVICAL CANCER,MED,MED,NULL
MED CHICKEN POX,MED,MED,NULL
MED CHOLERA,MED,MED,NULL
MED CONGENITAL HEART DISEASES,MED,MED,NULL
MED CONGENITAL MALFORMATIONS,MED,MED,NULL
MED DEPRESSION,MED,MED,NULL
MED DIABETES,MED,MED,NULL
"MED DIARRHOEA DISEASES  NON BLOODY ",MED,MED,NULL
MED DIARRHOEA DISEASES  NON BLOODY  UNDER 5,MED,MED,NULL
MED DIPHTHERIA,MED,MED,NULL
MED DRUG USE MENTAL DISORDER,MED,MED,NULL
MED DYSENTERY,MED,MED,NULL
MED EAR INFECTIONS,MED,MED,NULL
MED EBOLA,MED,MED,NULL
MED ELEPHANTIASIS,MED,MED,NULL
MED EPIGLOTITIS,MED,MED,NULL
MED EPILEPSY,MED,MED,NULL
MED GASTRO INTESTINAL BLEEDING,MED,MED,NULL
MED GENDER BASED PHYSICAL INJURIES,MED,MED,NULL
MED GENERAL ASSAULT INJURIES,MED,MED,NULL
MED GOITRE,MED,MED,NULL
MED H1N1,MED,MED,NULL
MED HERNIA,MED,MED,NULL
MED HYPERTENSION,MED,MED,NULL
"MED INFLUENZA  ALL FORMS ",MED,MED,NULL
MED INPATIENT DAYS,MED,MED,NULL
MED INTESTINAL WORMS,MED,MED,NULL
MED JAUNDICE AND INFECTIVE HEPATITIS,MED,MED,NULL
MED KAPOSI’S SARCOMA,MED,MED,NULL
"MED MALARIA CONFIRMED  EXCLUDING PREGNANT WOMEN ",MED,MED,NULL
MED MALARIA IN PREGNANCY CONFIRMED,MED,MED,NULL
"MED MALARIA IN PREGNANCY  PRESUMPTIVE CLINICAL ",MED,MED,NULL
"MED MALARIA  PRESUMPTIVE CLINICAL EXCLUDING PREGNANT WOMEN ",MED,MED,NULL
MED MARBURG,MED,MED,NULL
MED MASTODITIS,MED,MED,NULL
MED MEASLES,MED,MED,NULL
MED MEDICAL ASSISTANTS IN POSTS,MED,MED,NULL
MED MENINGITIS,MED,MED,NULL
MED MOOD AFFECTIVE DISORDER,MED,MED,NULL
MED MUSCULOSKELETAL PAINS,MED,MED,NULL
MED NEO NATAL TETANUS,MED,MED,NULL
MED NO OF PATIENTS OPERATED ON WITHIN 7 DAYS,MED,MED,NULL
MED NO OF PATIENTS SEEN BY SPEACILIST WITHIN 4 WEEKS OF APPOINTMENT,MED,MED,NULL
MED NO OF REPORTED KEY MEDICAL SUPPLIES STOCK OUTS OF MORE THAN 7 DAYS,MED,MED,NULL
MED NO OF REPORTED KEY MEDICINES STOCK OUTS OF MORE THAN 7 DAYS,MED,MED,NULL
MED NO OF REPORTED NON FUNCTIONAL MEDICAL EQUIPMENT LASTING MORE 7 DAYS,MED,MED,NULL
MED NUMBER OF ADMISSIONS,MED,MED,NULL
MED NUMBER OF DISCHARGES,MED,MED,NULL
MED NUMBER OF INPATIENT DEATHS,MED,MED,NULL
MED NUMBER OF PATIENTS WHO ABSCONDED TREATMENT,MED,MED,NULL
MED OCCUPATIONAL RELATED INJURIES,MED,MED,NULL
MED OFFICERS IN POSTS,MED,MED,NULL
MED ONCHORCERCIASIS,MED,MED,NULL
MED OPD ATTENDANCE,MED,MED,NULL
MED ORGANIC MENTAL DISORDER,MED,MED,NULL
MED OSTEOMYELITIS,MED,MED,NULL
MED OTHER CANCERS,MED,MED,NULL
MED OTHER GENITO URINARY TRACT INFECTION,MED,MED,NULL
MED OTHER IMMUNIZABLE DISEASES,MED,MED,NULL
MED OTHER INFECTIONS OF THE HEART,MED,MED,NULL
MED OTITIS MEDIA,MED,MED,NULL
MED PEPTIC ULCERS DISEASE,MED,MED,NULL
MED PERFORATED STOMACH,MED,MED,NULL
MED PLAGUE,MED,MED,NULL
MED PNEUMONIA,MED,MED,NULL
MED POLIO,MED,MED,NULL
MED PROSTATE CANCER,MED,MED,NULL
MED PUERPERAL MENTAL DISORDER,MED,MED,NULL
MED RABIES,MED,MED,NULL
MED RHEUMATIC HEART DISEASE,MED,MED,NULL
MED RIFT VALLEY FEVER,MED,MED,NULL
MED ROAD TRAFFIC INJURIES,MED,MED,NULL
MED SALMONELLA,MED,MED,NULL
MED SARS,MED,MED,NULL
MED SCHIZOPHRENIA,MED,MED,NULL
MED SEVERE PNEUMONIA,MED,MED,NULL
MED SEXUAL ASSAULT INJURIES,MED,MED,NULL
MED SEXUALLY TRANSMITTED INFECTIONS,MED,STI,HIV
MED SHIGELLA,MED,MED,NULL
MED STROKE,MED,MED,NULL
MED SYPHILIS IN PREGNANCY,MED,MED,NULL
MED TETANUS,MED,MED,NULL
"MED TRAUMA CHEST AND ABDOMEN  TORSO ",MED,MED,NULL
MED TRAUMA EXTREMITIES,MED,MED,NULL
MED TRAUMA HEAD INJURIES,MED,MED,NULL
MED TRAUMA SPINAL INJURIES,MED,MED,NULL
MED TRAUMATIC CONDITIONS,MED,MED,NULL
MED TRYPANOSOMIASIS,MED,MED,NULL
MED TUBERCULOSIS,MED,TB,NULL
MED TUMORS,MED,MED,NULL
MED TYPHOID FEVER,MED,MED,NULL
MED VERY SEVERE PNEUMONIA,MED,MED,NULL
MED YELLOW FEVER,MED,MED,NULL
MENINGITIS ADMISSION,MENINGITIS,NULL,NULL
MENINGITIS INPATIENT DEATH,MENINGITIS,NULL,NULL
MENINGITIS NEW,MENINGITIS,NULL,NULL
ME NUM OF MEDICAL ACQUIRED DURING THE MONTH,ME,ME,NULL
ME NUM OF MEDICAL EQUIP DONATIONS RECEIVED DURING THE MONTH,ME,ME,NULL
ME NUM OF MEDICAL EQUIP LOSSES  INCLUDIN THEFTS  REPORTED,ME,ME,NULL
ME NUM OF MEDICAL EQUIP MANTAINED DURING THE MONTH,ME,ME,NULL
ME NUM OF MEDICAL EQUIP REPORTEDLY IN NEED OF MANTAINANCE DURING THE MONTH,ME,ME,NULL
ME TOT COST OF ALL MEDICAL EQUIP REPAIRS INCURRED DURING THE MONTH,ME,ME,NULL
ME TOTESTIMATED VALUE OF ALL MEDICAL EQUIP LOSSES DURING THE MONTH,ME,ME,NULL
ME TOT ESTIMATED VALUE OF MEDICAL EQUIP RECEIVED DURING THE MONTH,ME,ME,NULL
MH ACUTE & TRANSIENT PSYCHOTIC DISORDER,MH,MH,NULL
MH ALCOHOL USE MENTAL DISORDER,MH,MH,NULL
MH ANXIETY DISORDER,MH,MH,NULL
MH DISSOCIATIVE CONVERSION DISORDER,MH,MH,NULL
MH DRUG USE MENTAL DISORDER,MH,MH,NULL
MH EPILEPSY,MH,MH,NULL
MH HYPERKINETIC CONDUCT DISORDER,MH,MH,NULL
MH MENTAL RETARDATION,MH,MH,NULL
"MH MOOD AFFECTIVE DISORDER  BIPOLAR ",MH,MH,NULL
"MH MOOD AFFECTIVE DISORDER  DEPRESSION ",MH,MH,NULL
"MH MOOD AFFECTIVE DISORDER  MANIC ",MH,MH,NULL
"MH ORGANIC MENTAL DISORDER  ACUTE ",MH,MH,NULL
"MH ORGANIC MENTAL DISORDER  CHRONIC ",MH,MH,NULL
MH OTHERS,MH,MH,NULL
MH PERSONALITY BEHAVIOUR DISORDER,MH,MH,NULL
MH PSYCHOLOGICAL DEVELOPMENT DISORDER,MH,MH,NULL
MH PUERPERAL MENTAL DISORDER,MH,MH,NULL
MH SCHIZO AFFECTIVE DISORDER,MH,MH,NULL
MH SCHIZOPHRENIA,MH,MH,NULL
MH SOMATOFORM DISORDER,MH,MH,NULL
MH STRESS REACTION ADJUSTMENT DISORDER,MH,MH,NULL
MND 14 YEARS & BELOW,MND,MND,NULL
MND 15 19 YEARS,MND,MND,NULL
MND 20 24 YEARS,MND,MND,NULL
MND 25 29 YEARS,MND,MND,NULL
MND 30 YEARS & ABOVE,MND,MND,NULL
MND ABORTION,MND,MND,NULL
MND ANTENATAL,MND,MND,NULL
MND ANTE PARTUM HAEMORRHAGE,MND,MND,NULL
MND ATTENDED ANTENATAL CARE,MND,MND,NULL
MND COMMUNITY,MND,MND,NULL
MND COMPLICATIONS OF ABORTIONS,MND,MND,NULL
MND CRITICALLY,MND,MND,NULL
MND DEAD ON ARRIVAL,MND,MND,NULL
MND DID NOT ATTEND ANC,MND,MND,NULL
MND ECTOPIC PREGNANCY,MND,MND,NULL
MND HEALTH FACILITY,MND,MND,NULL
MND INTRAPARTUM,MND,MND,NULL
MND NUMBER OF FRESH STILLBIRTHS,MND,MND,NULL
MND NUMBER OF MACERATED STILLBIRTHS,MND,MND,NULL
MND NUMBER OF NEONATAL DEATHS,MND,MND,NULL
MND POSTPARTUM,MND,MND,NULL
MND POST PARTUM HAEMORRHAGE,MND,MND,NULL
MND POSTPARTUM SEPSIS,MND,MND,NULL
MND PRE ECLAMPSIA ECLAMPSIA,MND,MND,NULL
MND RUPTURED UTERUS,MND,MND,NULL
MND STABLE,MND,MND,NULL
MND TBA,MND,MND,NULL
MND TOTAL NUMBER OF NEWBORNS,MND,MND,NULL
MUSCULOSKELETAL PAINS ADMISSION,MUSCULOSKELETAL,NULL,NULL
MUSCULOSKELETAL PAINS INPATIENT DEATH,MUSCULOSKELETAL,NULL,NULL
MUSCULOSKELETAL PAINS NEW,MUSCULOSKELETAL,NULL,NULL
NCD CASES SEEN ACUTE PSYCHOSIS,NCD,NCD,NULL
NCD CASES SEEN ALL CONFIRMED CANCERS,NCD,NCD,NULL
NCD CASES SEEN ALL SUSPECTED CANCERS,NCD,NCD,NULL
NCD CASES SEEN ASTHA,NCD,NCD,NULL
NCD CASES SEEN CHRONIC PYCHOSIS,NCD,NCD,NULL
NCD CASES SEEN DEPRESSION,NCD,NCD,NULL
NCD CASES SEEN DIABETES,NCD,NCD,NULL
NCD CASES SEEN EPILEPSY,NCD,NCD,NULL
NCD CASES SEEN HYPERTENSION,NCD,NCD,NULL
NCD CASES SEEN PALLIATIVE CARE CLIENTS,NCD,NCD,NULL
NCD CASES SEEN STROKE,NCD,NCD,NULL
NCD DEATHS BY NCD TYPE ASTHMA OTHER CRD,NCD,NCD,NULL
NCD DEATHS BY NCD TYPE CANCER,NCD,NCD,NULL
NCD DEATHS BY NCD TYPE DIABETES,NCD,NCD,NULL
NCD DEATHS BY NCD TYPE HYPERTENSION,NCD,NCD,NULL
NCD DEATHS BY NCD TYPE OTHER CARDIO VASCULA DISEASES,NCD,NCD,NULL
NCD INJURY AND VIOLENCE GENDER BASED PHYSICAL INJURIES,NCD,NCD,NULL
NCD INJURY AND VIOLENCE GENERAL ASSAULT INJURIES,NCD,NCD,NULL
NCD INJURY AND VIOLENCE RAPE CASES,NCD,NCD,NULL
NCD INJURY AND VIOLENCE ROAD TRAFFIC INJURIES,NCD,NCD,NULL
NCD INJURY RELATED DEATHS MURDER HOMICIDE,NCD,NCD,NULL
NCD INJURY RELATED DEATHS ROAD TRAFFIC ACCIDENTS,NCD,NCD,NULL
NCD INJURY RELATED DEATHS SUICIDE,NCD,NCD,NULL
NEONATAL DEATHS,NEONATAL,NULL,NULL
NRU 60 MONTHS <12 YEARS,NRU,NRU,NULL
NRU 6 59 MONTHS,NRU,NRU,NULL
NRU <6 MONTHS,NRU,NRU,NULL
NRU CHECKED BY,NRU,NRU,NULL
NRU CHILD HIV SERO STATUS,NRU,HIV,HIV
NRU CHILDREN REFERRED TO HTC,NRU,NRU,NULL
NRU CHILDREN TESTED FOR HIV,NRU,HIV,HIV
NRU COMMENTS ON PERFORMANCE INDICATORS,NRU,NRU,NULL
NRU EXPOSED CHILDREN,NRU,NRU,NULL
NRU MATERNAL HIV SERO STATUS,NRU,HIV,HIV
NRU MEAN LENGTH OF STAY,NRU,NRU,NULL
NRU NEW ADMISSIONS BY GENDER,NRU,NRU,NULL
NRU NUMBER OF CHILDREN ON ART,NRU,NRU,HIV
NRU NUMBER OF RELAPSES,NRU,NRU,NULL
NRU PARENTAL STATUS,NRU,NRU,NULL
NRU PREPARED BY,NRU,NRU,NULL
NRU WITH BOTH PARENTS,NRU,NRU,NULL
NRU WITHOUT BOTH PARENTS,NRU,NRU,NULL
NRU WITHOUT FATHER,NRU,NRU,NULL
NRU WITHOUT MOTHER,NRU,NRU,NULL
NURSES IN POSTS,NURSES,NULL,NULL
NUTRITION DISTRICT HOSPITAL,NUTRITION,SS,NULL
NUTRITION FLIPCHART,NUTRITION,SS,NULL
NUTRITION HEALTH CENTRE,NUTRITION,SS,NULL
NUTRITION HEALTH POST,NUTRITION,SS,NULL
NUTRITION LEAFLETS,NUTRITION,SS,NULL
NUTRITION NONE,NUTRITION,SS,NULL
NUTRITION # OF COMMUNITY MEETINGS COMMEMORATION DAYS,NUTRITION,SS,NULL
NUTRITION # OF FILM SHOWS,NUTRITION,SS,NULL
NUTRITION # OF INTERACTIVE DRAMA SESSIONS,NUTRITION,SS,NULL
NUTRITION # OF ROAD SHOWS,NUTRITION,SS,NULL
NUTRITION OTHER,NUTRITION,SS,NULL
NUTRITION POSTERS,NUTRITION,SS,NULL
NUTRITION RURAL COMM HOSP,NUTRITION,SS,NULL
NUTRITION TOTAL# PROVIDED IN THIS QUARTER,NUTRITION,SS,NULL
NUTRITION TV DVDS,NUTRITION,SS,NULL
OBG ABORTIONS MANAGED D+C,OBG,MATERNAL,NULL
OBG ABORTIONS MANAGED EVACUATION,OBG,MATERNAL,NULL
OBG ABORTIONS MANAGED MVA,OBG,MATERNAL,NULL
OBG ADMISSION CERVICAL CANCER,OBG,MATERNAL,NULL
OBG ADMISSION OBSETRIC FISTULA,OBG,MATERNAL,NULL
OBG ADMISSION PUBLIC ABSCESS,OBG,MATERNAL,NULL
OBG ADMISSION TUBE OVARIAN MASS,OBG,MATERNAL,NULL
OBG ADMISSION UTERINE FIBROIDS,OBG,MATERNAL,NULL
OBG COMPLICATION ECTOPIC PREGNANCY,OBG,MATERNAL,NULL
OBG COMPLICATIONS ABORTIONS,OBG,MATERNAL,NULL
OBG COMPLICATIONS ANAEMIA IN PREGNANCY,OBG,MATERNAL,NULL
OBG COMPLICATIONS HYPEREMESIS GRAVIDULUM,OBG,MATERNAL,NULL
OBG COMPLICATIONS MALARIA IN PREGNANCY,OBG,MATERNAL,NULL
OBG COMPLICATIONS MOLAR PREGNANCY,OBG,MATERNAL,NULL
OBG COMPLICATIONS PNEUMONIA IN PREGNANCY,OBG,MATERNAL,NULL
OBG DEATH CERVICAL CANCER,OBG,MATERNAL,NULL
OBG DEATH SEPSIS,OBG,MATERNAL,NULL
OBG DEATH UTERINE FIBROIDS,OBG,MATERNAL,NULL
OBG OTHER PREGNANCY RELATED DEATH CAUSES,OBG,MATERNAL,NULL
OBS GYNAECOLOGIST,OBS,NULL,NULL
# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY CLINICAL OFFICER,#,NULL,NULL
# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY DOCTOR,#,NULL,NULL
# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY HSA,#,NULL,NULL
# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY MA,#,NULL,NULL
# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY NURSE INT,#,NULL,NULL
# OF HEALTH TALKS IN THIS QUARTER PROVIDED BY REGNURSE,#,NULL,NULL
ONC ALL CANCERS OF THE BONE AND CARTILAGE,ONC,ONC,NULL
ONC ALL MALIGNANT MELANOMA OF THE SKIN,ONC,ONC,NULL
ONC ALL OTHER CANCER OF THE CENTRAL NERVOUS SYSTEM,ONC,ONC,NULL
ONC ALL OTHER CANCERS OF THE DIGESTIVE ORGANS,ONC,ONC,NULL
ONC ALL OTHER CANCERS OF THE ENDOCRINE GLANDS,ONC,ONC,NULL
ONC ALL OTHER CANCERS OF THE FEMALE GENITAL ORGANS,ONC,ONC,NULL
ONC ALL OTHER CANCERS OF THE MALE GENITAL ORGANS,ONC,ONC,NULL
ONC ALL OTHER CANCERS OF THE RESPIRATORY ORGANS,ONC,ONC,NULL
ONC ALL OTHER CANCERS OF THE THROAT,ONC,ONC,NULL
ONC ALL OTHER CANCERS OF THE URINARY ORGANS,ONC,ONC,NULL
ONC BED CAPACITY,ONC,ONC,NULL
ONC BRAIN CANCER,ONC,ONC,NULL
ONC BREAST CANCER,ONC,ONC,NULL
ONC BRONCHUS CANCER,ONC,ONC,NULL
ONC BURKITS LYMPHOMAS,ONC,ONC,NULL
ONC CANCER OF THE ANUS,ONC,ONC,NULL
ONC CANCER OF THE BLADDER,ONC,ONC,NULL
ONC CANCER OF THE EYE,ONC,ONC,NULL
ONC CANCER OF THE LIP ORAL CAVITY AND PHARYNX,ONC,ONC,NULL
ONC CANCER OF THE LIVER,ONC,ONC,NULL
ONC CANCER OF THE OESOPHAGUS,ONC,ONC,NULL
ONC CANCER OF THE OVARY,ONC,ONC,NULL
ONC CANCER OF THE PANCREAS,ONC,ONC,NULL
ONC CANCER OF THE RECTUM,ONC,ONC,NULL
ONC CANCER OF THE THYROID GLAND,ONC,ONC,NULL
ONC CANCER OF THE TRACHEA BRONCHUS AND LUNGS,ONC,ONC,NULL
ONC CANCER OF THE VAGINA,ONC,ONC,NULL
ONC CANCER OF THE VULVA,ONC,ONC,NULL
ONC CERVICAL CANCER,ONC,ONC,NULL
ONC COLON CANCER,ONC,ONC,NULL
ONC DERMATOFIBROSARCOMA CANCER,ONC,ONC,NULL
ONC GASTRIC STOMACH CANCER,ONC,ONC,NULL
ONC HODGIKINS AND NON HODGIKINS LYMPAS,ONC,ONC,NULL
ONC IN PATIENT DAYS,ONC,ONC,NULL
ONC KAPOSIS SARCOMA,ONC,ONC,NULL
ONC KIDNEY CANCER,ONC,ONC,NULL
ONC LARYPHARYNGEAL CANCER,ONC,ONC,NULL
ONC LEUKEMIA,ONC,ONC,NULL
ONC LUNGS CANCER,ONC,ONC,NULL
ONC MELANOM CANCER,ONC,ONC,NULL
ONC NASOPHARYNGEAL CANCER,ONC,ONC,NULL
ONC NO OF PATIENTS OPERATED ON WITHIN 7 DAYS,ONC,ONC,NULL
ONC NO OF PATIENTS SEEN BY SPEACILIST WITHIN 4 WKS OF APPOINTMENT,ONC,ONC,NULL
ONC NO OF PATIENTS WHO ABSCONDED TREATMENT,ONC,ONC,NULL
ONC NO OF PATIENTS WHO COMPLETED TREATMENT,ONC,ONC,NULL
ONC NO OF REPORTED KEY MEDICAL SUPPLIES STOCK OUTS OF MORE THAN 7 DAYS,ONC,ONC,NULL
ONC NO OF REPORTED KEY MEDICINES STOCK OUTS OF MORE THAN 7 DAYS,ONC,ONC,NULL
ONC NO OF REPORTED NON FUNCTIONAL MEDICAL EQUIPMENT LASTING MORE THAN 7DAYS,ONC,ONC,NULL
ONC NUMBER OF ADMISSIONS,ONC,ONC,NULL
ONC NUMBER OF DISCHARGES,ONC,ONC,NULL
ONC NUMBER OF IN PATIENT DEATHS,ONC,ONC,NULL
ONC NUMBER OF OPERATIONS,ONC,ONC,NULL
ONC OPD TOTAL ATTENDANCE,ONC,ONC,NULL
ONC OROPHARYNGEAL CANCER,ONC,ONC,NULL
ONC PENILE CANCER,ONC,ONC,NULL
ONC PROSTATE CANCER,ONC,ONC,NULL
ONC TRACHEA CANCER,ONC,ONC,NULL
OPD TOTAL ATTENDANCE <5 YEARS,OPD,OPD,NULL
OPD TOTAL ATTENDANCE 5+ YEARS,OPD,OPD,NULL
OPHTHALMOLOGIST,OPHTHALMOLOGIST,NULL,NULL
OR ALL OTHER BONE CONDITIONS,OR,OR,NULL
OR ARTHRITIS GOUT RH ARTHRITIS,OR,OR,NULL
OR ASEPTIC ARTHRITIS,OR,OR,NULL
OR BED CAPACITY,OR,OR,NULL
ORC ABOVE ELBOW,ORC,ORC,NULL
ORC ABOVE ELBOW ORTHOSIS,ORC,ORC,NULL
ORC ABOVE KNEE PROSTHESIS EXOSKELETON,ORC,ORC,NULL
ORC ABOVE KNEE PROSTHESIS MODULAR,ORC,ORC,NULL
ORC BACK STOP ONLY,ORC,ORC,NULL
ORC BELOW ELBOW,ORC,ORC,NULL
ORC BELOW KNEE IRON – B STOPS,ORC,ORC,NULL
ORC BELOW KNEE IRONS B STOPS BILATERAL,ORC,ORC,NULL
"ORC BELOW KNEE PROSTHESIS  ENDOSKELETON ",ORC,ORC,NULL
ORC BELOW KNEE PROSTHESIS PTB,ORC,ORC,NULL
ORC CERVICAL COLLAR – HARD,ORC,ORC,NULL
ORC CERVICAL COLLAR – SPONGY,ORC,ORC,NULL
ORC DROP FOOT SPLINT,ORC,ORC,NULL
ORC ELBOW DISARTICULATION,ORC,ORC,NULL
ORC EXTENSION PROSTHESIS WITH KNEE JOINT,ORC,ORC,NULL
ORC EXTENSION PROSTHESIS WITHOUT KNEE JOINT,ORC,ORC,NULL
ORC HAND ORTHOSIS,ORC,ORC,NULL
ORC HIP DISARTICULATION PROSTHESIS,ORC,ORC,NULL
ORC JOINT CALIPER WITH DROP LOCK,ORC,ORC,NULL
"ORC JOINTED CALIPER WITH SWISS LOCK  SINGLE ",ORC,ORC,NULL
ORC JOINTED KAFO WITH OFFSET JOINT,ORC,ORC,NULL
"ORC KNEE STABILIZER  REHABILITATIVE CORRECTIVE ",ORC,ORC,NULL
OR CONGENITAL DISEASE,OR,OR,NULL
OR CONTRACTURES OF JOINTS,OR,OR,NULL
OR CONTUSION,OR,OR,NULL
ORC PARTIAL FOOT AMPUTATION,ORC,ORC,NULL
ORC RAISE COMPENSATION – CORK 25CM,ORC,ORC,NULL
ORC RAISE COMPENSATION – RUBBER,ORC,ORC,NULL
ORC SHOULDER DISARTICULATION,ORC,ORC,NULL
ORC SPINAL CORSET LUMBAR SACRAL,ORC,ORC,NULL
ORC SPINAL CORSET – MILWAUKEE,ORC,ORC,NULL
ORC SPINAL CORSET – RAHMEN STUTZ,ORC,ORC,NULL
"ORC STRAIGHT BAR CALIPER  BILATERAL ",ORC,ORC,NULL
"ORC STRAIGHT BAR CALIPER  UNILATERAL ",ORC,ORC,NULL
ORC SURGICAL FOOTWEAR,ORC,ORC,NULL
ORC SYMES AMPUTATION,ORC,ORC,NULL
ORC THROUGH KNEE CONVENTIONAL,ORC,ORC,NULL
"ORC THROUGH KNEE  KNEE DISARTICULATION ",ORC,ORC,NULL
ORC TRANSVERSAL LONGITUDINAL ARCH SUPPORT,ORC,ORC,NULL
ORC WRIST DISARTICULATION,ORC,ORC,NULL
OR DEGENERATIVE HYPERTROPHIC SPONDYLITIS,OR,OR,NULL
OR DEGENERATIVE JOINT ARTHRITIS,OR,OR,NULL
OR DISLOCATIONS OF ALL TYPES,OR,OR,NULL
OR DISLOCATIONS OF ALL TYPES OSTEOMYELITIS,OR,OR,NULL
OR FRACTURE OF ALL TYPES,OR,OR,NULL
OR GRANULOMAS,OR,OR,NULL
OR INPATIENT DAYS,OR,OR,NULL
OR MALIGNANT TUMOURS,OR,OR,NULL
OR NON MALIGNANT TUMOURS,OR,OR,NULL
OR NO OF DEATHS,OR,OR,NULL
OR NO OF DISCHARGES,OR,OR,NULL
OR NO OF PATIENTS OPERATED ON WITHIN 7 DAYS,OR,OR,NULL
OR NO OF PATIENTS SEEN BY SPECIALIST WITHIN 4WKS OF APPOINTMENT,OR,OR,NULL
OR NO OF PATIENTS WHO ABSCONDED TREATMENT,OR,OR,NULL
OR NO OF REPORTED KEY MEDICAL SUPPLIES STOCK OUTS OF MORE THAN 7 DAYS,OR,OR,NULL
OR NO OF REPORTED KEY MEDICINES STOCK OUTS OF MORE THAN 7 DAYS,OR,OR,NULL
OR NO OF REPORTED NON FUNCTIONAL MEDICAL EQUIPMENT LASTING MORE THAN 7DAYS,OR,OR,NULL
OR NUMBER OF ADMISSIONS,OR,OR,NULL
OR OPD TOTAL ATTENDANCE,OR,OR,NULL
OR PARALYSIS DUE TO HYPERTENSION,OR,OR,NULL
OR SEPTIC ARTHRITIS,OR,OR,NULL
OR TENDON INJURIES,OR,OR,NULL
OR TENDONITIS,OR,OR,NULL
OR TRAUMATIC AMPUTATION,OR,OR,NULL
OTHER GENITO URINARY TRACT INFECTION ADMISSION,OTHER,NULL,NULL
OTHER GENITO URINARY TRACT INFECTION INPATIENT DEATH,OTHER,NULL,NULL
OTHER GENITO URINARY TRACT INFECTION NEW,OTHER,NULL,NULL
OTHER HEART DISEASES ADMISSION,OTHER,NULL,NULL
OTHER HEART DISEASES INPATIENT DEATH,OTHER,NULL,NULL
OTHER HEART DISEASES NEW,OTHER,NULL,NULL
OTHER LOWER RESPIRATORY INFECTION ADMISSION,OTHER,NULL,NULL
OTHER LOWER RESPIRATORY INFECTION INPATIENT DEATH,OTHER,NULL,NULL
OTHER LOWER RESPIRATORY INFECTION NEW,OTHER,NULL,NULL
OTHER ORAL CONDITIONS ADMISSION,OTHER,NULL,NULL
OTHER ORAL CONDITIONS INPATIENT DEATH,OTHER,NULL,NULL
OTHER ORAL CONDITIONS NEW,OTHER,NULL,NULL
OTHER SKIN CONDITIONS ADMISSION,OTHER,NULL,NULL
OTHER SKIN CONDITIONS INPATIENT DEATH,OTHER,NULL,NULL
OTHER SPECIFY PACKAGING AND UNIT,OTHER,NULL,NULL
OTHER SPECIFY QUANTITY DISTRIBUTED TO BENEFICIARIES,OTHER,NULL,NULL
OTHER SPECIFY QUANTITY LOST,OTHER,NULL,NULL
OTHER SPECIFY QUANTITY USED FOR COOKING DEMONSTRATION,OTHER,NULL,NULL
OTHER SPECIFY REQUEST FOR THE FOLLOWING MONTH,OTHER,NULL,NULL
OTHER SPECIFY STOCK DELIVERED IN THE MONTH,OTHER,NULL,NULL
OTHER SPECIFY STOCK ON THE FIRST DAY OF THE MONTH,OTHER,NULL,NULL
OTHER SPECIFY STOCK ON THE LAST DAY OF THE MONTH,OTHER,NULL,NULL
OTP 60 MONTHS < 12 YEARS,OTP,OTP,NULL
OTP 6 59 MONTHS,OTP,OTP,NULL
OTP CHECKED BY,OTP,OTP,NULL
OTP CHILD HIV SEROSTATUS,OTP,OTP,HIV
OTP CHILDREN REFERRED FOR HTC,OTP,OTP,NULL
OTP CHILDREN TESTED FOR HIV,OTP,OTP,HIV
OTP COMMENTS ON PERFOMANCE INDACATORS,OTP,OTP,NULL
OTP DIRECT ADMISSIONS,OTP,OTP,NULL
OTP EXPOSED CHILDREN,OTP,OTP,NULL
OTP MATERNAL HIV SEROSTATUS,OTP,OTP,HIV
OTP MEAN LENGTH OF STAY,OTP,OTP,NULL
OTP NEW ADMISSIONS BY GENDER,OTP,OTP,NULL
OTP NRU TRANSFERS,OTP,OTP,NULL
OTP NUMBER OF CHILDREN ON ART,OTP,OTP,HIV
OTP NUMBER OF RELAPSES,OTP,OTP,NULL
OTP NUMBER OF TWIN CHILDREN,OTP,OTP,NULL
OTP PREPARED BY,OTP,OTP,NULL
PAEDIATRICIAN,PAEDIATRICIAN,NULL,NULL
PARTNER SLIPS DISTRIBUTED,PARTNER,NULL,NULL
PARTNER SLIPS RETRIEVED,PARTNER,NULL,NULL
PATHOLOGIST,PATHOLOGIST,NULL,NULL
PATIENTS TESTED FOR HIV,PATIENTS,HIV,HIV
PATIENTS TESTED FOR HIV AS A COUPLE,PATIENTS,HIV,HIV
PC FEMALES,PC,NULL,NULL
PC MALES,PC,NULL,NULL
PC PATIENTS REGISTERED IN MONTH,PC,NULL,NULL
PED ACUTE MALNUTRITION,PED,PED,NULL
PED AIDS,PED,PED,HIV
PED ALL CANCERS,PED,PED,NULL
PED ALL MALARIA UNDER 5 YEARS,PED,PED,NULL
PED ALL SURGICAL CONDITIONS,PED,PED,NULL
PED ANAEMIA,PED,PED,NULL
PED ASTHMA ALL FORMS,PED,PED,NULL
PED BED CAPACITY,PED,PED,NULL
PED BILHARZIA,PED,PED,NULL
"PED BRONCHITIS  ALL FORMS ",PED,PED,NULL
PED CHICKEN POX,PED,PED,NULL
PED CHOLERA,PED,PED,NULL
PED CONGENITAL HEART DISEASES,PED,PED,NULL
