Table,Element
DHIS,LAB CHLORIDE
DHIS,LAB CHOLESTEROL
DHIS,LAB CLOTTING TIME
DHIS,LAB CPK
DHIS,LAB CREATININE
DHIS,LAB CRYOS
DHIS,LAB CSF PROTEIN
DHIS,LAB DNA
DHIS,LAB ERYTHROCYTES SEDIMENTATION RATE
DHIS,LAB FBC
DHIS,LAB FECALYSIS
DHIS,LAB FFP
DHIS,LAB GGT
DHIS,LAB GLUCOSE
DHIS,LAB GOT
DHIS,LAB GPT
DHIS,LAB GRAM NEGATIVE DIPLOCOCCI
DHIS,LAB GRAM STAIN
DHIS,LAB HEMOGLOBIN
DHIS,LAB HEPATITIS B
DHIS,LAB HEPATITIS C
DHIS,LAB HIV DETERMINE
DHIS,LAB INDIAN INK
DHIS,LAB LABORATORY TECHN IN POST
DHIS,LAB LACTATE LDH
DHIS,LAB LIVER FUNCTIONAL TEST
DHIS,LAB MALARIA MICROSCOPY
DHIS,LAB N MENINGITIDIS
DHIS,LAB NO OF DAYS WITHOUT FUNCTIONAL KEY EQUIPMENT
DHIS,LAB NO OF PARASITOLOGICAL TESTS CONDUCTED
DHIS,LAB NUMBER OF BIOCHEMISTRY TESTS CONDUCTED
DHIS,LAB NUMBER OF BLOOD PRODUCTS ORDERED
DHIS,LAB NUMBER OF BLOOD PRODUCTS SUPPLIED
DHIS,LAB NUMBER OF HEMATOLOGICAL TESTS CONDUCTED
DHIS,LAB NUMBER OF MICROBIOLOGICAL TESTS CONDUCTED
DHIS,LAB NUMBER OF PANEL TESTS CONDUCTED
DHIS,LAB NUMBER OF PATHOLOGICAL TESTS CONDUCTED
DHIS,LAB NUMBER OF SEROLOGICAL TESTS CONDUCTED
DHIS,LAB NUMBER OF STOCK OUT DAYS FOR KEY REAGENTS
DHIS,LAB NUMBER OF TB TESTS
DHIS,LAB OTHER
DHIS,LAB OTHER CULTURE POSITVES
DHIS,"LAB OTHER SLIDE POSITIVES  INCLDING ZN "
DHIS,LAB PEDIATRICS CELL PACKS
DHIS,LAB PHOSPHOROUS
DHIS,LAB PLATELETS
DHIS,LAB POTASSIUM
DHIS,LAB PREGNANCY TESTS
DHIS,LAB RBC MORPHOLOGY PBS
DHIS,LAB RDT
DHIS,LAB S HAEMATOBIUM
DHIS,LAB SICKLE CELL
DHIS,LAB SLIDE GRAM STAIN
DHIS,LAB SLIDE POSITIVE WET MOUNT
DHIS,LAB SODIUM
DHIS,LAB SPERM COUNTS
DHIS,LAB SPNEUMONIA
DHIS,LAB SYPHILIS
DHIS,LAB T VIRGINALS
DHIS,LAB T3
DHIS,LAB T4
DHIS,LAB TOTAL BLOOD CULTURE
DHIS,LAB TOTAL BLOOD PRODUCTS ORDERED FROM MBTS
DHIS,LAB TOTAL BLOOD PRODUCTS SUPPLIED FROM MBTS
DHIS,LAB TOTAL CROSSMATCHING
DHIS,LAB TOTAL CSF
DHIS,LAB TOTAL HVS
DHIS,LAB TOTAL NUMBER OF TESTS CONDUCTED
DHIS,LAB TOTAL NUMBER OF TESTS REQUESTED
DHIS,LAB TOTAL OTHER BODY CULTURES
DHIS,LAB TOTAL PROTEIN
DHIS,LAB TOTAL SENSITIVITY TESTS
DHIS,LAB TOTAL STOOL CULTURE FOR CHOLERA
DHIS,LAB TOTAL STOOL CULTURE FOR SALMONELLA AND SHIGELLA
DHIS,LAB TOTAL URINE CULTURE
DHIS,LAB TOTAL URINE MICROSCOPY
DHIS,LAB TRIGLYCERIDES
DHIS,LAB TSF
DHIS,LAB UREA
DHIS,LAB UREA AND ELECTROLYTES
DHIS,LAB URIC ACID
DHIS,LAB VIRAL LOAD
DHIS,LEPROSY ADMISSION
DHIS,LEPROSY INPATIENT DEATH
DHIS,LF ADULTS > 15 YEARS
DHIS,LF DRUGS USED
DHIS,LF HDROCOEL
DHIS,LF HELMINTHIASIS
DHIS,LF LYMPHATIC FILARISIS
DHIS,LF LYMPHOEDEMA
DHIS,LF ONCHOCERCIASIS
DHIS,LF POPULATION
DHIS,"LF PRE SCHOOL CHILDREN  0 4 YEARS "
DHIS,LF SCHITOSOMIASIS
DHIS,"LF SCHOOL AGE CHILDREN  5 14 YEARS "
DHIS,LF SIGHT PROBLEM
DHIS,LF THERAPEUTIC
DHIS,LF TREATED
DHIS,LF YESNO
DHIS,MA ART MOTHER 1ST OR 2ND TRIMESTER
DHIS,MA ART MOTHER 3RD TRIMESTER
DHIS,MA ART MOTHER DURING LABOUR
DHIS,MA BREASTFEEDING INITIATED BF IN 60MIN
DHIS,MA DELIVERY MODE BREECH
DHIS,MA DELIVERY MODE CAESAREAN SECTION
DHIS,MA DELIVERY MODE SPONTANEOUS VAGINA
DHIS,MA DELIVERY MODE VACUUM EXTRACTION
DHIS,MA DELIVERY PLACE HOME TBA
DHIS,MA DELIVERY PLACE IN TRANSIT
DHIS,MA DELIVERY PLACE OTHER FACILITY
DHIS,MA DELIVERY PLACE THIS FACILITY
DHIS,MA HIV TEST RESULTS NEW +VE
DHIS,MA HIV TEST RESULTS NEW VE
DHIS,MA HIV TEST RESULTS NOT DONE
DHIS,MA HIV TEST RESULTS PRE VE
DHIS,MA HIV TEST RESULTS PREV +VE
DHIS,MA INFANT SURVIVAL ALIVE EXP NO NVP
DHIS,MA INFANT SURVIVAL ALIVE EXP NVP
DHIS,MA INFANT SURVIVAL ALIVE NOT HIV EXP
DHIS,MA INFANT SURVIVAL ALIVE UNKNOWN EXP
DHIS,MA INFANT SURVIVAL NEONATAL DEATH
DHIS,MA INFANT SURVIVAL STILL FRESH
DHIS,MA INFANT SURVIVAL STILLBIRTH MACERATED
DHIS,MA MOTHER NOT ON ART
DHIS,MA MOTHER START BEFORE PREGNANCY
DHIS,MA NEWBORN COMPLICATIONS ASPHYXIA
DHIS,MA NEWBORN COMPLICATIONS NONE
DHIS,MA NEWBORN COMPLICATIONS OTHER
DHIS,MA NEWBORN COMPLICATIONS PREMATURITY
DHIS,MA NEWBORN COMPLICATIONS SEPSIS
DHIS,MA NEWBORN COMPLICATIONS WEIGHT < 2500G
DHIS,MA OBS COMPLICATIONS ANTE PARTUM
DHIS,MA OBS COMPLICATIONS NONE
DHIS,MA OBS COMPLICATIONS OTHERS
DHIS,MA OBS COMPLICATIONS POST PARTUM
DHIS,MA OBS COMPLICATIONS PRE ECLAMPSIA
DHIS,MA OBS COMPLICATIONS PRO LABOUR
DHIS,MA OBS COMPLICATIONS RUPTURED UTERUS
DHIS,MA OBS COMPLICATIONS SEPSIS
DHIS,MA OBST CARE ANTIBIOTICS
DHIS,MA OBST CARE ANTICONVULSIVE
DHIS,MA OBST CARE BLOOD TRANSFUSION
DHIS,MA OBST CARE MANUAL REM PLACENTA
DHIS,MA OBST CARE OXYTOCIN
DHIS,MA RECEIVED VIT A
DHIS,MA RECIEVED TETRACYCLINE EYE OINTMENT
DHIS,MA REFERRED OUT
DHIS,MA SINGLETONS
DHIS,MA STAFF CONDUCTING DELIVERY A
DHIS,MA STAFF CONDUCTING DELIVERY B
DHIS,MA STAFF CONDUCTING DELIVERY C
DHIS,MA TWINS TRIPLETS
DHIS,MAL INPATIENT CONFIRMED MALARIA CASES <5 YEARS
DHIS,MAL INPATIENT CONFIRMED MALARIA CASES 5+ YEARS
DHIS,MAL INPATIENT DEATHS TOTAL <5 YEARS
DHIS,MAL INPATIENT DEATHS TOTAL 5+ YEARS
DHIS,MAL INPATIENT MALARIA DEATHS TOTAL <5 YEARS
DHIS,MAL INPATIENT MALARIA DEATHS TOTAL 5+ YEARS
DHIS,MAL INPATIENT SUSPECTED MALARIA CASES < 5 YEARS
DHIS,MAL INPATIENT SUSPECTED MALARIA CASES 5+ YEARS
DHIS,MAL INPATIENTS TOTAL <5 YEARS
DHIS,MAL INPATIENTS TOTAL 5+ YEARS
DHIS,MAL LA 1X6 CONSUMED
DHIS,MAL LA 1X6 Q ISSUED
DHIS,MAL LA 1X6 QDISPENSED
DHIS,MAL LA 1X6 RECIEVED
DHIS,MAL LA 1X6 STOCKED OUT
DHIS,MAL LA 2X6 CONSUMED
DHIS,MAL LA 2X6 Q ISSUED
DHIS,MAL LA 2X6 QDISPENSED
DHIS,MAL LA 2X6 RECIEVED
DHIS,MAL LA 2X6 STOCKED OUT
DHIS,MAL LA 3X6 CONSUMED
DHIS,MAL LA 3X6 Q ISSUED
DHIS,MAL LA 3X6 QDISPENSED
DHIS,MAL LA 3X6 RECIEVED
DHIS,MAL LA 3X6 STOCKED OUT
DHIS,MAL LA 4X6 CONSUMED
DHIS,MAL LA 4X6 Q ISSUED
DHIS,MAL LA 4X6 QDISPENSED
DHIS,MAL LA 4X6 RECEIVED
DHIS,MAL LA 4X6 STOCKED OUT
DHIS,MAL NUM OF INVALID TEST RDT <5 YRS
DHIS,MAL NUM OF INVALID TEST RDT 5+ YRS
DHIS,MAL OUTPATIENT CONFIRMED MALARIA CASES MICROSCOPY < 5 YEARS
DHIS,MAL OUTPATIENT CONFIRMED MALARIA CASES MICROSCOPY 5+ YEARS
DHIS,MAL OUTPATIENT CONFIRMED MALARIA CASES RDT <5 YEARS
DHIS,MAL OUTPATIENT CONFIRMED MALARIA CASES RDT 5+ YEARS
DHIS,MAL OUTPATIENT SUSPECTED CASES TESTED FOR MALARIA MICROSCOPY <5 YEARS
DHIS,MAL OUTPATIENT SUSPECTED CASES TESTED FOR MALARIA MICROSCOPY 5+ YEARS
DHIS,MAL OUTPATIENT SUSPECTED CASES TESTED FOR MALARIA RDT < 5 YEARS
DHIS,MAL OUTPATIENT SUSPECTED CASES TESTED FOR MALARIA RDT 5+ YEARS
DHIS,MAL OUTPATIENT SUSPECTED MALARIA CASES < 5 YEARS
DHIS,MAL OUTPATIENT SUSPECTED MALARIA CASES 5+ YEARS
DHIS,MAL RDTS CONSUMED
DHIS,MAL RDTS RECEIVED
DHIS,MAL RTDS CONSUMED
DHIS,MAL RTDS Q ISSUED
DHIS,MAL RTDS RECIEVED
DHIS,MAL RTDS STOCKED OUT
DHIS,MAL SP CONSUMED
DHIS,MAL SP Q ISSUED
DHIS,MAL SP RECEIVED
DHIS,MAL SP STOCKED OUT
DHIS,MALARIA # OF COMMUNITY MEETINGS COMMEMORATION DAYS
DHIS,MALARIA # OF FILM SHOWS
DHIS,MALARIA # OF INTERACTIVE DRAMA SESSIONS
DHIS,MALARIA # OF ROAD SHOWS
DHIS,MALARIA ADMISSION
DHIS,MALARIA DISTRICT HOSPITAL
DHIS,MALARIA FLIPCHART
DHIS,MALARIA HEALTH CENTRE
DHIS,MALARIA INPATIENT DEATH
DHIS,MALARIA LEAFLETS
DHIS,MALARIA NEW
DHIS,MALARIA NONE
DHIS,MALARIA OTHER
DHIS,MALARIA POSTERS
DHIS,MALARIA RURAL COMM HOSP
DHIS,MALARIA TOTAL# PROVIDED IN THIS QUARTER
DHIS,MALARIA TV DVDS
DHIS,MALNUTRITION ADMISSION
DHIS,MALNUTRITION INPATIENT DEATH
DHIS,MALNUTRITION NEW
DHIS,MANAGEMENT MEETINGS CONDUCTED
DHIS,MAT MATERNAL DEATHS
DHIS,MATERNAL HEALTH # OF COMMUNITY MEETINGS COMMEMORATION DAYS
DHIS,MATERNAL HEALTH # OF FILM SHOWS
DHIS,MATERNAL HEALTH # OF INTERACTIVE DRAMA SESSIONS
DHIS,MATERNAL HEALTH # OF ROAD SHOWS
DHIS,MATERNAL HEALTH DISTRICT HOSPITAL
DHIS,MATERNAL HEALTH FLIPCHART
DHIS,MATERNAL HEALTH HEALTH CENTRE
DHIS,MATERNAL HEALTH NONE
DHIS,MATERNAL HEALTH POSTERS
DHIS,MATERNAL HEALTH RURAL COMM HOSP
DHIS,MATERNAL HEALTH TOTAL# PROVIDED IN THIS QUARTER
DHIS,MATERNAL HEALTH TV DVDS
DHIS,MATERNITY ADMISSION
DHIS,MCCP 1 YEAR FOLLOW UP <30
DHIS,MCCP 1 YEAR FOLLOW UP >45
DHIS,MCCP 1 YEAR FOLLOW UP 30 45
DHIS,MCCP 1 YEAR FOLLOW UP HIV
DHIS,MCCP 1 YEAR FOLLOW UP HIV+
DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA + <30
DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA + >45
DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA + 30 45
DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA + HIV
DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA + UKNOWN
DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA <30
DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA >45
DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA 30 45
DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA HIV
DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA HIV +
DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA UKNOWN
DHIS,MCCP 1 YEAR FOLLOW UP INITIAL VIA+ HIV+
DHIS,MCCP 1 YEAR FOLLOW UP UKNOWN
DHIS,MCCP 1 YEAR FOLLOW UP VIA HIV
DHIS,MCCP 1 YEAR FOLLOW UP VIA HIV +
DHIS,MCCP 1 YEAR FOLLOW UP VIA+ HIV
DHIS,MCCP 1 YEAR FOLLOW UP VIA+ HIV+
DHIS,MCCP 3 MONTH REVIEW <30
DHIS,MCCP 3 MONTH REVIEW >45
DHIS,MCCP 3 MONTH REVIEW 30 45
DHIS,MCCP 3 MONTH REVIEW HIV
DHIS,MCCP 3 MONTH REVIEW HIV +
DHIS,MCCP 3 MONTH REVIEW UKNOWN
DHIS,MCCP IMMEDIATE CRYO DONE HIV
DHIS,MCCP IMMEDIATE CRYO DONE HIV+
DHIS,MCCP INITIAL VIA <30
DHIS,MCCP INITIAL VIA >45
DHIS,MCCP INITIAL VIA 30 45
DHIS,MCCP INITIAL VIA HIV
DHIS,MCCP INITIAL VIA HIV+
DHIS,MCCP INITIAL VIA UKNOWN
DHIS,MCCP INITIAL VIA+ <30
DHIS,MCCP INITIAL VIA+ >45
DHIS,MCCP INITIAL VIA+ 30 45
DHIS,MCCP INITIAL VIA+ HIV
DHIS,MCCP INITIAL VIA+ HIV+
DHIS,MCCP INITIAL VIA+ UKNOWN
DHIS,MCCP POSTPONED CRYO DONE <30
DHIS,MCCP POSTPONED CRYO DONE >45
DHIS,MCCP POSTPONED CRYO DONE 30 45
DHIS,MCCP POSTPONED CRYO DONE HIV
DHIS,MCCP POSTPONED CRYO DONE HIV+
DHIS,MCCP POSTPONED CRYO DONE UKNOWN
DHIS,MCCP POSTPONED CRYO HIV+
DHIS,MCCP POSTPONED CRYO NOT DONE HIV
DHIS,MCCP POSTPONED CRYO NOT DONE HIV+
DHIS,MCCP POSTPONED CRYO NOT DONE UKNOWN
DHIS,MCCP PROBLEM VISIT <30
DHIS,MCCP PROBLEM VISIT >45
DHIS,MCCP PROBLEM VISIT 30 45
DHIS,MCCP PROBLEM VISIT HIV
DHIS,MCCP PROBLEM VISIT HIV+
DHIS,MCCP PROBLEM VISIT UKNOWN
DHIS,MCCP REFERRAL LARGE LESION <30
DHIS,MCCP REFERRAL LARGE LESION >45
DHIS,MCCP REFERRAL LARGE LESION 30 45
DHIS,MCCP REFERRAL LARGE LESION HIV
DHIS,MCCP REFERRAL LARGE LESION HIV+
DHIS,MCCP REFERRAL LARGE LESION UKNOWN
DHIS,MCCP REFERRAL OTHER GYN HIV
DHIS,MCCP REFERRAL OTHER GYN HIV+
DHIS,MCCP REFERRAL SUSPECT CANCER <30
DHIS,MCCP REFERRAL SUSPECT CANCER >45
DHIS,MCCP REFERRAL SUSPECT CANCER 30 45
DHIS,MCCP REFERRAL SUSPECT CANCER HIV
DHIS,MCCP REFERRAL SUSPECT CANCER HIV+
DHIS,MCCP REFERRAL SUSPECT CANCER UKNOWN
DHIS,MCCPP 3 MONTH REVIEW HIV
DHIS,MCCPP 3 MONTH REVIEW HIV +
DHIS,MCCPP INITIAL VIA HIV
DHIS,MCCPP INITIAL VIA HIV+
DHIS,MCCPP POSTPONED CRYO HIV
DHIS,MCCPP POSTPONED CRYO HIV+
DHIS,MCCPP PROBLEM VISIT HIV
DHIS,MCCPP PROBLEM VISIT HIV+
DHIS,MDR CLINICAL MDR <15
DHIS,MDR CLINICAL MDR 15+
DHIS,MDR CLINICAL MDR NEW CASES
DHIS,MDR CLINICAL MDR PREVIOUSLY TREATED WITH FLDS
DHIS,MDR CLINICAL MDR PREVIOUSLY TREATED WITH SLDS
DHIS,MDR CONFIRMED MDR <15
DHIS,MDR CONFIRMED MDR 15+
DHIS,MDR CONFIRMED MDR NEW CASES
DHIS,MDR CONFIRMED MDR PREVIOUSLY TREATED WITH FLDS
DHIS,MDR CONFIRMED MDR PREVIOUSLY TREATED WITH SLDS
DHIS,MDR CONFIRMED RR 15+
DHIS,MDR CONFIRMED RR CASES <15
DHIS,MDR CONFIRMED RR CASES NEW CASES
DHIS,MDR CONFIRMED RR CASES PREVIOUSLY TREATED WITH FLDS
DHIS,MDR CONFIRMED RR CASES PREVIOUSLY TREATED WITH SLDS
DHIS,MDR INTERIM OUTCOME CULTURE AND SMEAR NOT DONE
DHIS,MDR INTERIM OUTCOME DIED
DHIS,MDR INTERIM OUTCOME LOST TO FOLLOW UP
DHIS,MDR INTERIM OUTCOME NEGATIVE BACTERIOLOGIC RESULTS
DHIS,MDR INTERIM OUTCOME NUMBER IN COHORT
DHIS,MDR INTERIM OUTCOME POSITIVE BACTERIOLOGIC RESULTS
DHIS,MDR INTERIM OUTCOME TRANSFER OUT
DHIS,MDR TREATMENT OUTCOME COMPLETED
DHIS,MDR TREATMENT OUTCOME CURED
DHIS,MDR TREATMENT OUTCOME DIED
DHIS,MDR TREATMENT OUTCOME FAILED
DHIS,MDR TREATMENT OUTCOME LOST TO FOLLOW UP
DHIS,MDR TREATMENT OUTCOME NO OUTCOME ASSIGNED
DHIS,MDR TREATMENT OUTCOME TOTAL IN CORHORT
DHIS,ME NUM OF MEDICAL ACQUIRED DURING THE MONTH
DHIS,ME NUM OF MEDICAL EQUIP DONATIONS RECEIVED DURING THE MONTH
DHIS,ME NUM OF MEDICAL EQUIP LOSSES  INCLUDIN THEFTS  REPORTED
DHIS,ME NUM OF MEDICAL EQUIP MANTAINED DURING THE MONTH
DHIS,ME NUM OF MEDICAL EQUIP REPORTEDLY IN NEED OF MANTAINANCE DURING THE MONTH
DHIS,ME TOT COST OF ALL MEDICAL EQUIP REPAIRS INCURRED DURING THE MONTH
DHIS,ME TOT ESTIMATED VALUE OF MEDICAL EQUIP RECEIVED DURING THE MONTH
DHIS,ME TOTESTIMATED VALUE OF ALL MEDICAL EQUIP LOSSES DURING THE MONTH
DHIS,MEASLES ADMISSION
DHIS,MEASLES INPATIENT DEATH
DHIS,MEASLES UNDER 5 YEARS ADMISSION
DHIS,MEASLES UNDER 5 YEARS INPATIENT DEATH
DHIS,MEASLES UNDER 5 YEARS NEW
DHIS,MED ABSCESS
DHIS,MED ACUTE AND TRANSIENT PSYCHOTIC DISORDER
DHIS,MED ACUTE MALNUTRITION
DHIS,MED ACUTE MALNUTRITION IN PREGNANCY AND LACTATING WOMEN
DHIS,"MED ACUTE NUTRITION  ADOLESCENTS & ADULTS "
DHIS,MED AIDS
DHIS,MED ALCOHOL USE MENTAL DISORDER
DHIS,MED ANEMIA
DHIS,MED ANEMIA IN PREGNANCY
DHIS,MED ANTHRAX
DHIS,MED APPENDICITIS
DHIS,MED ASTHMA ALL FORMS
DHIS,MED BED CAPACITY
DHIS,"MED BILHARZIA  SCHISTOSOMIASIS "
DHIS,MED BOWEL OBSTRUCTION
DHIS,MED BREAST CANCER
DHIS,"MED BRONCHITIS  ALL FORMS "
DHIS,MED CERVICAL CANCER
DHIS,MED CHICKEN POX
DHIS,MED CHOLERA
DHIS,MED CONGENITAL HEART DISEASES
DHIS,MED CONGENITAL MALFORMATIONS
DHIS,MED DEPRESSION
DHIS,MED DIABETES
DHIS,"MED DIARRHOEA DISEASES  NON BLOODY "
DHIS,MED DIARRHOEA DISEASES  NON BLOODY  UNDER 5
DHIS,MED DIPHTHERIA
DHIS,MED DRUG USE MENTAL DISORDER
DHIS,MED DYSENTERY
DHIS,MED EAR INFECTIONS
DHIS,MED EBOLA
DHIS,MED ELEPHANTIASIS
DHIS,MED EPIGLOTITIS
DHIS,MED EPILEPSY
DHIS,MED GASTRO INTESTINAL BLEEDING
DHIS,MED GENDER BASED PHYSICAL INJURIES
DHIS,MED GENERAL ASSAULT INJURIES
DHIS,MED GOITRE
DHIS,MED H1N1
DHIS,MED HERNIA
DHIS,MED HYPERTENSION
DHIS,"MED INFLUENZA  ALL FORMS "
DHIS,MED INPATIENT DAYS
DHIS,MED INTESTINAL WORMS
DHIS,MED JAUNDICE AND INFECTIVE HEPATITIS
DHIS,MED KAPOSI’S SARCOMA
DHIS,"MED MALARIA  PRESUMPTIVE CLINICAL EXCLUDING PREGNANT WOMEN "
DHIS,"MED MALARIA CONFIRMED  EXCLUDING PREGNANT WOMEN "
DHIS,"MED MALARIA IN PREGNANCY  PRESUMPTIVE CLINICAL "
DHIS,MED MALARIA IN PREGNANCY CONFIRMED
DHIS,MED MARBURG
DHIS,MED MASTODITIS
DHIS,MED MEASLES
DHIS,MED MEDICAL ASSISTANTS IN POSTS
DHIS,MED MENINGITIS
DHIS,MED MOOD AFFECTIVE DISORDER
DHIS,MED MUSCULOSKELETAL PAINS
DHIS,MED NEO NATAL TETANUS
DHIS,MED NO OF PATIENTS OPERATED ON WITHIN 7 DAYS
DHIS,MED NO OF PATIENTS SEEN BY SPEACILIST WITHIN 4 WEEKS OF APPOINTMENT
DHIS,MED NO OF REPORTED KEY MEDICAL SUPPLIES STOCK OUTS OF MORE THAN 7 DAYS
DHIS,MED NO OF REPORTED KEY MEDICINES STOCK OUTS OF MORE THAN 7 DAYS
DHIS,MED NO OF REPORTED NON FUNCTIONAL MEDICAL EQUIPMENT LASTING MORE 7 DAYS
DHIS,MED NUMBER OF ADMISSIONS
DHIS,MED NUMBER OF DISCHARGES
DHIS,MED NUMBER OF INPATIENT DEATHS
DHIS,MED NUMBER OF PATIENTS WHO ABSCONDED TREATMENT
DHIS,MED OCCUPATIONAL RELATED INJURIES
DHIS,MED OFFICERS IN POSTS
DHIS,MED ONCHORCERCIASIS
DHIS,MED OPD ATTENDANCE
DHIS,MED ORGANIC MENTAL DISORDER
DHIS,MED OSTEOMYELITIS
DHIS,MED OTHER CANCERS
DHIS,MED OTHER GENITO URINARY TRACT INFECTION
DHIS,MED OTHER IMMUNIZABLE DISEASES
DHIS,MED OTHER INFECTIONS OF THE HEART
DHIS,MED OTITIS MEDIA
DHIS,MED PEPTIC ULCERS DISEASE
DHIS,MED PERFORATED STOMACH
DHIS,MED PLAGUE
DHIS,MED PNEUMONIA
DHIS,MED POLIO
DHIS,MED PROSTATE CANCER
DHIS,MED PUERPERAL MENTAL DISORDER
DHIS,MED RABIES
DHIS,MED RHEUMATIC HEART DISEASE
DHIS,MED RIFT VALLEY FEVER
DHIS,MED ROAD TRAFFIC INJURIES
DHIS,MED SALMONELLA
DHIS,MED SARS
DHIS,MED SCHIZOPHRENIA
DHIS,MED SEVERE PNEUMONIA
DHIS,MED SEXUAL ASSAULT INJURIES
DHIS,MED SEXUALLY TRANSMITTED INFECTIONS
DHIS,MED SHIGELLA
DHIS,MED STROKE
DHIS,MED SYPHILIS IN PREGNANCY
DHIS,MED TETANUS
DHIS,"MED TRAUMA CHEST AND ABDOMEN  TORSO "
DHIS,MED TRAUMA EXTREMITIES
DHIS,MED TRAUMA HEAD INJURIES
DHIS,MED TRAUMA SPINAL INJURIES
DHIS,MED TRAUMATIC CONDITIONS
DHIS,MED TRYPANOSOMIASIS
DHIS,MED TUBERCULOSIS
DHIS,MED TUMORS
DHIS,MED TYPHOID FEVER
DHIS,MED VERY SEVERE PNEUMONIA
DHIS,MED YELLOW FEVER
DHIS,MENINGITIS ADMISSION
DHIS,MENINGITIS INPATIENT DEATH
DHIS,MENINGITIS NEW
DHIS,MH ACUTE & TRANSIENT PSYCHOTIC DISORDER
DHIS,MH ALCOHOL USE MENTAL DISORDER
DHIS,MH ANXIETY DISORDER
DHIS,MH DISSOCIATIVE CONVERSION DISORDER
DHIS,MH DRUG USE MENTAL DISORDER
DHIS,MH EPILEPSY
DHIS,MH HYPERKINETIC CONDUCT DISORDER
DHIS,MH MENTAL RETARDATION
DHIS,"MH MOOD AFFECTIVE DISORDER  BIPOLAR "
DHIS,"MH MOOD AFFECTIVE DISORDER  DEPRESSION "
DHIS,"MH MOOD AFFECTIVE DISORDER  MANIC "
DHIS,"MH ORGANIC MENTAL DISORDER  ACUTE "
DHIS,"MH ORGANIC MENTAL DISORDER  CHRONIC "
DHIS,MH OTHERS
DHIS,MH PERSONALITY BEHAVIOUR DISORDER
DHIS,MH PSYCHOLOGICAL DEVELOPMENT DISORDER
DHIS,MH PUERPERAL MENTAL DISORDER
DHIS,MH SCHIZO AFFECTIVE DISORDER
DHIS,MH SCHIZOPHRENIA
DHIS,MH SOMATOFORM DISORDER
DHIS,MH STRESS REACTION ADJUSTMENT DISORDER
DHIS,MND 14 YEARS & BELOW
DHIS,MND 15 19 YEARS
DHIS,MND 20 24 YEARS
DHIS,MND 25 29 YEARS
DHIS,MND 30 YEARS & ABOVE
DHIS,MND ABORTION
DHIS,MND ANTE PARTUM HAEMORRHAGE
DHIS,MND ANTENATAL
DHIS,MND ATTENDED ANTENATAL CARE
DHIS,MND COMMUNITY
DHIS,MND COMPLICATIONS OF ABORTIONS
DHIS,MND CRITICALLY
DHIS,MND DEAD ON ARRIVAL
DHIS,MND DID NOT ATTEND ANC
DHIS,MND ECTOPIC PREGNANCY
DHIS,MND HEALTH FACILITY
DHIS,MND INTRAPARTUM
DHIS,MND NUMBER OF FRESH STILLBIRTHS
DHIS,MND NUMBER OF MACERATED STILLBIRTHS
DHIS,MND NUMBER OF NEONATAL DEATHS
DHIS,MND POST PARTUM HAEMORRHAGE
DHIS,MND POSTPARTUM
DHIS,MND POSTPARTUM SEPSIS
DHIS,MND PRE ECLAMPSIA ECLAMPSIA
DHIS,MND RUPTURED UTERUS
DHIS,MND STABLE
DHIS,MND TBA
DHIS,MND TOTAL NUMBER OF NEWBORNS
DHIS,MUSCULOSKELETAL PAINS ADMISSION
DHIS,MUSCULOSKELETAL PAINS INPATIENT DEATH
DHIS,MUSCULOSKELETAL PAINS NEW
DHIS,NCD CASES SEEN ACUTE PSYCHOSIS
DHIS,NCD CASES SEEN ALL CONFIRMED CANCERS
DHIS,NCD CASES SEEN ALL SUSPECTED CANCERS
DHIS,NCD CASES SEEN ASTHA
DHIS,NCD CASES SEEN CHRONIC PYCHOSIS
DHIS,NCD CASES SEEN DEPRESSION
DHIS,NCD CASES SEEN DIABETES
DHIS,NCD CASES SEEN EPILEPSY
DHIS,NCD CASES SEEN HYPERTENSION
DHIS,NCD CASES SEEN PALLIATIVE CARE CLIENTS
DHIS,NCD CASES SEEN STROKE
DHIS,NCD DEATHS BY NCD TYPE ASTHMA OTHER CRD
DHIS,NCD DEATHS BY NCD TYPE CANCER
DHIS,NCD DEATHS BY NCD TYPE DIABETES
DHIS,NCD DEATHS BY NCD TYPE HYPERTENSION
DHIS,NCD DEATHS BY NCD TYPE OTHER CARDIO VASCULA DISEASES
DHIS,NCD INJURY AND VIOLENCE GENDER BASED PHYSICAL INJURIES
DHIS,NCD INJURY AND VIOLENCE GENERAL ASSAULT INJURIES
DHIS,NCD INJURY AND VIOLENCE RAPE CASES
DHIS,NCD INJURY AND VIOLENCE ROAD TRAFFIC INJURIES
DHIS,NCD INJURY RELATED DEATHS MURDER HOMICIDE
