Period,Region Name,District Name,Working Station,HRH Cadre,Position Title,Salary Grade,Establishment,Filled Positions,Variance
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,1,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Human Resources,Clerical Officer,M,2,2,0
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Nursing Services,Home Craft Worker,M,3,2,1
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Attendants,Hospital Attendant,HP,3,3,0
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,0,1
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Allied Health Professionals,Clinical Officer,HI,12,2,10
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,1,0
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Administration,Assistant Health Services Administrator,K,1,0,1
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,South East Region,Zomba District,Zomba Mental Hospital,Allied Health Technical Services,Rehabilitation Officer (MP),HI,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Nursing Services,Nurse Technician,HK,14,15,-1
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Administration,Catering Assistant,M,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,1,0
MoH - 2015,Northern Region,Mzimba District,Mzalangwe Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,South West Region,Blantyre District,Chimembe Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,Northern Region,Mzimba District,Njuyu Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Administration,Security Guard,P,3,4,-1
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Allied Health Technical Services,Dental Technician,HK,3,1,2
MoH - 2015,Northern Region,Mzimba District,Njuyu Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Nursing Services,Chief Nurse Technician,HI,1,0,1
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,Northern Region,Mzimba District,Mtwalo Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,Northern Region,Mzimba District,Mtwalo Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,Northern Region,Mzimba District,Emsizini Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Allied Health Professionals,Clinical Officer,HI,1,1,0
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Allied Health Technical Services,Laboratory Technician,HK,4,4,0
MoH - 2015,South West Region,Blantyre District,Dziwe Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,0,1
MoH - 2015,Northern Region,Mzimba District,Emsizini Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Northern Region,Mzimba District,Mtende Rural Health Centre,Administration,Motor Vehicle Driver,N,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Administration,Senior Ward Clerk,L,1,2,-1
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Allied Health Professionals,Clinical Technician,HK,2,4,-2
MoH - 2015,Northern Region,Mzimba District,Mtende Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Allied Health Professionals,Clinical Technician,HK,36,6,30
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Administration,Laundry Supervisor,K,1,0,1
MoH - 2015,South West Region,Blantyre District,Dziwe Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,Northern Region,Mzimba District,Msese Rural Health Centre,Administration,Motor Vehicle Driver,N,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Chimbalanga Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,1,0
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Human Resources,Copy Typist,M,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Nursing Services,Nurse Technician,HK,14,14,0
MoH - 2015,South East Region,Phalombe District,Phalombe District Hospital,Nursing Services,Community Health Officer,HI,1,0,1
MoH - 2015,Northern Region,Mzimba District,Msese Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,South West Region,Blantyre District,Dziwe Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Northern Region,Rumphi District,Khuyukhuyu Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Allied Health Technical Services,Mechanical Engineering Technician,K,1,0,1
MoH - 2015,Northern Region,Rumphi District,Khuyukhuyu Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,Northern Region,Mzimba District,Manyamula Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,Northern Region,Mzimba District,Manyamula Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Northern Region,Mzimba District,Luwerezi Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Northern Region,Mzimba District,Luwerezi Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,South West Region,Blantyre District,Dziwe Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,1,0
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Attendants,Head Hospital Attendant,HO,6,10,-4
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Allied Health Professionals,Medical Technician (for Med Ass),HK,8,0,8
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Administration,Head Security Guard,O,6,1,5
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,1,0
MoH - 2015,South West Region,Blantyre District,Dziwe Rural Health Centre,Nursing Services,Home Craft Worker,M,3,3,0
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,1,0
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Administration,Health Services Administrator,I,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,South West Region,Blantyre District,Dziwe Rural Health Centre,Attendants,Hospital Attendant,HP,3,3,0
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Administration,Ground Labourer,R,4,5,-1
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Nursing Services,Nurse Technician,HK,95,23,72
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,1,0
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Nursing Services,Home Craft Worker,M,3,3,0
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Nursing Services,Home Craft Worker,M,3,3,0
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Attendants,Hospital Attendant,HP,3,4,-1
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Nursing Services,Home Craft Worker,M,3,3,0
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Attendants,Hospital Attendant,HP,14,23,-9
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,0,1
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,1,0
MoH - 2015,South West Region,Blantyre District,Dziwe Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,2,-1
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Attendants,Kitchen Attendant,P,2,1,1
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,South West Region,Blantyre District,Dziwe Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Nursing Services,Nurse Technician,HK,14,15,-1
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Allied Health Technical Services,Laboratory Assistant,HL,2,3,-1
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,1,0
MoH - 2015,South West Region,Neno District,Magareta Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,South West Region,Blantyre District,Dziwe Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Administration,Security Guard,P,3,3,0
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,South West Region,Blantyre District,Dziwe Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,1,0
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Administration,Laundry Assistant,M,1,1,0
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Pharmacy,Pharmacy Technician,HK,3,0,3
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,South West Region,Blantyre District,Dziwe Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Attendants,Hospital Attendant,HP,3,3,0
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,0,1
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Administration,Laundry Attendant,O,3,3,0
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Administration,Security Guard,P,3,3,0
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Allied Health Professionals,Medical Assistant,HL,2,7,-5
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,Northern Region,Nkhata Bay District,Tchesamu Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,South East Region,Zomba District,Zomba Mental Hospital,Allied Health Technical Services,Rehabilitation Officer (Social Worker),HI,1,0,1
MoH - 2015,Northern Region,Chitipa District,Chitipa District Hospital,Planning & Policy Development,Programmer,K,1,0,1
MoH - 2015,Central West Region,Lilongwe District,Chileka Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,South West Region,Blantyre District,Dziwe Rural Health Centre,Nursing Services,Nurse Technician,HK,14,14,0
MoH - 2015,South East Region,Mangochi District,Monkey Bay Community Hospital,Allied Health Professionals,Medical Technician (for Med Ass),HK,2,2,0
MoH - 2015,Northern Region,Nkhata Bay District,Usisya Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,South West Region,Blantyre District,Dziwe Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,1,0
