ID NUMBER,DH/DM,GOAL,ELEMENT,DECISION,SOURCE,2.02.e How often,ELEMENT DESCRIPTION,DECISION DESCRIPTION,SOURCE DESCRIPTION,Level
3112A,DM,8A,FOLLOWUP,DRUG SUPPLY,REG DEFAULTTRAC,QUARTERLY,Default Followup,Drug Supply,Please see Defaulter Register,Facility
3112A,DM,8A,FOLLOWUP,DRUG SUPPLY,FLOW TRACE,QUARTERLY,Default Followup,Drug Supply,Tracing Flow Chart,Facility
3112A,DM,8A,DRUG SUPPLY,DRUG SUPPLY,REG APP,QUARTERLY,Drug Supply,Drug Supply,Appointment Register,Facility
3112A,DM,8A,DRUG SUPPLY,DRUG SUPPLY,REG DEFAULTTRAC,QUARTERLY,Drug Supply,Drug Supply,Please see Defaulter Register,Facility
3112A,DM,8A,DRUG SUPPLY,DRUG SUPPLY,FLOW TRACE,QUARTERLY,Drug Supply,Drug Supply,Tracing Flow Chart,Facility
3112A,DM,9A,DEMAND ART,STAFFING,REG ART,MONTHLY,The demand for ART services,Staffing/Workload,Anti-Retroviral Treatment Register,Facility
3112A,DM,9A,DEMAND ART,INCREASE ART,REG ART,MONTHLY,The demand for ART services,Increase ART,Anti-Retroviral Treatment Register,Facility
3121A,DH,1A,MI,0,RPT HIV,QUARTERLY,Missing Information,0,HIV Report,Facility
3121A,DH,1A,MI,0,RPT HIV,QUARTERLY,Missing Information,0,HIV Report,Facility
3121A,DH,1A,MI,0,RPT HIV,QUARTERLY,Missing Information,0,HIV Report,Facility
3121A,DH,1A,MI,0,RPT HIV,QUARTERLY,Missing Information,0,HIV Report,Facility
3121A,DH,1A,MI,0,RPT HIV,QUARTERLY,Missing Information,0,HIV Report,Facility
3121A,DH,1A,MI,0,RPT HIV,QUARTERLY,Missing Information,0,HIV Report,Facility
3121A,DH,1A,MI,0,NOTE DEL,MONTHLY,Missing Information,0,Delivery Notes,Facility
3121A,DH,1A,MI,0,NOTE DEL,MONTHLY,Missing Information,0,Delivery Notes,Facility
3121A,DH,1A,MI,0,NOTE DEL,MONTHLY,Missing Information,0,Delivery Notes,Facility
3121A,DH,1A,MI,0,NOTE DEL,MONTHLY,Missing Information,0,Delivery Notes,Facility
3121A,DH,1A,MI,0,RPT LMIS,MONTHLY,Missing Information,0,LMIS Report,Facility
3121A,DH,1A,MI,0,RPT LMIS,MONTHLY,Missing Information,0,LMIS Report,Facility
3121A,DH,1A,MI,0,RPT LMIS,MONTHLY,Missing Information,0,LMIS Report,Facility
3121A,DH,1A,MI,0,RPT LMIS,MONTHLY,Missing Information,0,LMIS Report,Facility
3121A,DH,1A,MI,0,RPT LMIS,MONTHLY,Missing Information,0,LMIS Report,Facility
3121A,DH,1A,MI,0,RPT LMIS,MONTHLY,Missing Information,0,LMIS Report,Facility
3121A,DH,1A,MI,0,RPT LMIS,MONTHLY,Missing Information,0,LMIS Report,Facility
3121A,DH,1A,MI,0,RPT LMIS,MONTHLY,Missing Information,0,LMIS Report,Facility
3121A,DH,1A,MI,0,RPT LMIS,MONTHLY,Missing Information,0,LMIS Report,Facility
3121A,DH,1A,MI,0,RPT LMIS,MONTHLY,Missing Information,0,LMIS Report,Facility
3121A,DH,1A,MI,0,RPT LMIS,MONTHLY,Missing Information,0,LMIS Report,Facility
3121A,DH,1A,MI,0,RPT LMIS,MONTHLY,Missing Information,0,LMIS Report,Facility
3121A,DH,1A,MI,0,RPT LMIS,MONTHLY,Missing Information,0,LMIS Report,Facility
3121A,DH,1A,MI,0,RPT LMIS,MONTHLY,Missing Information,0,LMIS Report,Facility
3121A,DH,1A,MI,0,RPT LMIS,MONTHLY,Missing Information,0,LMIS Report,Facility
3121A,DH,1A,MI,0,RPT LMIS,MONTHLY,Missing Information,0,LMIS Report,Facility
3121A,DH,1A,MI,0,CARD STOCK,MONTHLY,Missing Information,0,Stock Card,Facility
3121A,DH,1A,MI,0,CARD STOCK,MONTHLY,Missing Information,0,Stock Card,Facility
3121A,DH,2A,TEST HIVPOS STI,0,REG STI,MONTHLY,Number of individuals with STIs who test HIV positive,0,Sexually Transmitted Infection Register,Facility
3121A,DH,2A,TEST HIVPOS STI,0,REG STI,MONTHLY,Number of individuals with STIs who test HIV positive,0,Sexually Transmitted Infection Register,Facility
3121A,DH,2A,TEST HIVPOS STI,0,REG STI,MONTHLY,Number of individuals with STIs who test HIV positive,0,Sexually Transmitted Infection Register,Facility
3121A,DH,2A,TEST HIVPOS STI,0,REG STI,MONTHLY,Number of individuals with STIs who test HIV positive,0,Sexually Transmitted Infection Register,Facility
3121A,DH,2A,TEST HIVPOS STI,0,REG STI,MONTHLY,Number of individuals with STIs who test HIV positive,0,Sexually Transmitted Infection Register,Facility
3121A,DH,2A,TEST HIVPOS STI,0,REG STI,MONTHLY,Number of individuals with STIs who test HIV positive,0,Sexually Transmitted Infection Register,Facility
3121A,DH,2A,TEST HIVPOS STI,0,MEETING,MONTHLY,Number of individuals with STIs who test HIV positive,0,Meeting,Facility
3121A,DH,2A,TEST HIVPOS STI,0,MEETING,MONTHLY,Number of individuals with STIs who test HIV positive,0,Meeting,Facility
3121A,DH,2A,TEST HIVPOS STI,0,MEETING,MONTHLY,Number of individuals with STIs who test HIV positive,0,Meeting,Facility
3121A,DH,2A,TEST HIVPOS STI,0,MEETING,MONTHLY,Number of individuals with STIs who test HIV positive,0,Meeting,Facility
3121A,DH,2A,TEST HIVPOS STI,0,MEETING,MONTHLY,Number of individuals with STIs who test HIV positive,0,Meeting,Facility
3121A,DH,2A,TEST HIVPOS STI,0,MEETING,MONTHLY,Number of individuals with STIs who test HIV positive,0,Meeting,Facility
3121A,DH,2A,MI,0,REG VMMC,MONTHLY,Missing Information,0,Voluntary Male Medical Circumcision Register,Facility
3121A,DH,2A,MI,0,REG VMMC,MONTHLY,Missing Information,0,Voluntary Male Medical Circumcision Register,Facility
3121A,DH,2A,MI,0,REG VMMC,MONTHLY,Missing Information,0,Voluntary Male Medical Circumcision Register,Facility
3121A,DH,2A,MI,0,REG VMMC,MONTHLY,Missing Information,0,Voluntary Male Medical Circumcision Register,Facility
3121A,DH,2A,PROTOADHERE,0,REG EID,MONTHLY,Protocol Adherence,0,Early Infant Diagnosis Register,Facility
3121A,DH,2A,PROTOADHERE,0,REG EID,MONTHLY,Protocol Adherence,0,Early Infant Diagnosis Register,Facility
3121A,DH,2A,PROTOADHERE,0,REG EID,MONTHLY,Protocol Adherence,0,Early Infant Diagnosis Register,Facility
3121A,DH,2A,PROTOADHERE,0,REG EID,MONTHLY,Protocol Adherence,0,Early Infant Diagnosis Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIV,0,REG HTC,MONTHLY,Test HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,PREVALENCE,0,REG HTC,MONTHLY,Prevalence Rate HIV,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,TEST HIVPOS,0,REG HTC,MONTHLY,Test HIV Positive,0,HIV Testing and Counseling Register,Facility
3121A,DH,2A,MI,0,REG BLDTRAN,QUARTERLY,Missing Information,0,Blood Transfusion Register,Facility
3121A,DH,2A,MI,0,REG BLDTRAN,QUARTERLY,Missing Information,0,Blood Transfusion Register,Facility
3121A,DH,2A,MI,0,REG BLDTRAN,QUARTERLY,Missing Information,0,Blood Transfusion Register,Facility
3121A,DH,2A,MI,0,REG BLDTRAN,QUARTERLY,Missing Information,0,Blood Transfusion Register,Facility
3121A,DH,2A,MI,0,REG BLDSAF,QUARTERLY,Missing Information,0,Blood Safety Register,Facility
3121A,DH,2A,MI,0,REG BLDSAF,QUARTERLY,Missing Information,0,Blood Safety Register,Facility
3121A,DH,2A,MI,0,REG BLDSAF,QUARTERLY,Missing Information,0,Blood Safety Register,Facility
3121A,DH,2A,MI,0,REG BLDSAF,QUARTERLY,Missing Information,0,Blood Safety Register,Facility
3121A,DH,2A,TEST HIVPOS MOTHER,0,REG MATERNITY,MONTHLY,Mothers Tested HIV Positive,0,Maternity Register,Facility
3121A,DH,2A,TEST HIVPOS MOTHER,0,REG MATERNITY,MONTHLY,Mothers Tested HIV Positive,0,Maternity Register,Facility
3121A,DH,2A,TEST HIVPOS PREGNANT,0,REG MATERNITY,MONTHLY,Number of pregnant women tested HIV positive,0,Maternity Register,Facility
3121A,DH,2A,TEST HIVPOS PREGNANT,0,REG MATERNITY,MONTHLY,Number of pregnant women tested HIV positive,0,Maternity Register,Facility
3121A,DH,2A,MI,0,REG MATERNITY,MONTHLY,Missing Information,0,Maternity Register,Facility
3121A,DH,2A,MI,0,REG MATERNITY,MONTHLY,Missing Information,0,Maternity Register,Facility
3121A,DH,3A,MI,0,REG LINKAGE,MONTHLY,Missing Information,0,Linkage Register,Facility
3121A,DH,3A,MI,0,REG LINKAGE,MONTHLY,Missing Information,0,Linkage Register,Facility
3121A,DH,3A,MI,0,REG LINKAGE,MONTHLY,Missing Information,0,Linkage Register,Facility
3121A,DH,3A,MI,0,REG LINKAGE,MONTHLY,Missing Information,0,Linkage Register,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,CARD ARTMAS,QUARTERLY,Defaulters,0,ART Master Card,Facility
3121A,DH,3A,DEFAULT,0,REG HCC,QUARTERLY,Defaulters,0,Health Center Committee Register,Facility
3121A,DH,3A,DEFAULT,0,REG HCC,QUARTERLY,Defaulters,0,Health Center Committee Register,Facility
3121A,DH,3A,DEFAULT,0,REG HCC,QUARTERLY,Defaulters,0,Health Center Committee Register,Facility
3121A,DH,3A,DEFAULT,0,REG HCC,QUARTERLY,Defaulters,0,Health Center Committee Register,Facility
3121A,DH,3A,DEFAULT,0,REG HCC,QUARTERLY,Defaulters,0,Health Center Committee Register,Facility
3121A,DH,3A,DEFAULT,0,REG HCC,QUARTERLY,Defaulters,0,Health Center Committee Register,Facility
3121A,DH,3A,DEFAULT,0,REG HCC,QUARTERLY,Defaulters,0,Health Center Committee Register,Facility
3121A,DH,3A,DEFAULT,0,REG HCC,QUARTERLY,Defaulters,0,Health Center Committee Register,Facility
3121A,DH,3A,DEFAULT,0,REG HCC,QUARTERLY,Defaulters,0,Health Center Committee Register,Facility
3121A,DH,3A,DEFAULT,0,REG HCC,QUARTERLY,Defaulters,0,Health Center Committee Register,Facility
3121A,DH,3A,DEFAULT,0,REG HCC,QUARTERLY,Defaulters,0,Health Center Committee Register,Facility
3121A,DH,3A,DEFAULT,0,REG HCC,QUARTERLY,Defaulters,0,Health Center Committee Register,Facility
3121A,DH,3A,DEFAULT,0,REG HCC,QUARTERLY,Defaulters,0,Health Center Committee Register,Facility
3121A,DH,3A,DEFAULT,0,REG HCC,QUARTERLY,Defaulters,0,Health Center Committee Register,Facility
3121A,DH,3A,DEFAULT,0,REG HCC,QUARTERLY,Defaulters,0,Health Center Committee Register,Facility
3121A,DH,3A,DEFAULT,0,REG HCC,QUARTERLY,Defaulters,0,Health Center Committee Register,Facility
3121A,DH,3A,INIT,0,REG HCC,QUARTERLY,Initiated On Treatment,0,Health Center Committee Register,Facility
3121A,DH,3A,INIT,0,REG HCC,QUARTERLY,Initiated On Treatment,0,Health Center Committee Register,Facility
3121A,DH,3A,INIT,0,REG HCC,QUARTERLY,Initiated On Treatment,0,Health Center Committee Register,Facility
3121A,DH,3A,INIT,0,REG HCC,QUARTERLY,Initiated On Treatment,0,Health Center Committee Register,Facility
3121A,DH,3A,INIT,0,REG HCC,QUARTERLY,Initiated On Treatment,0,Health Center Committee Register,Facility
3121A,DH,3A,INIT,0,REG HCC,QUARTERLY,Initiated On Treatment,0,Health Center Committee Register,Facility
3121A,DH,3A,INIT,0,REG HCC,QUARTERLY,Initiated On Treatment,0,Health Center Committee Register,Facility
3121A,DH,3A,INIT,0,REG HCC,QUARTERLY,Initiated On Treatment,0,Health Center Committee Register,Facility
3121A,DH,3A,INIT,0,REG HCC,QUARTERLY,Initiated On Treatment,0,Health Center Committee Register,Facility
3121A,DH,3A,INIT,0,REG HCC,QUARTERLY,Initiated On Treatment,0,Health Center Committee Register,Facility
3121A,DH,3A,INIT,0,REG HCC,QUARTERLY,Initiated On Treatment,0,Health Center Committee Register,Facility
3121A,DH,3A,INIT,0,REG HCC,QUARTERLY,Initiated On Treatment,0,Health Center Committee Register,Facility
3121A,DH,3A,INIT,0,REG HCC,QUARTERLY,Initiated On Treatment,0,Health Center Committee Register,Facility
3121A,DH,3A,INIT,0,REG HCC,QUARTERLY,Initiated On Treatment,0,Health Center Committee Register,Facility
3121A,DH,3A,INIT,0,REG HCC,QUARTERLY,Initiated On Treatment,0,Health Center Committee Register,Facility
3121A,DH,3A,INIT,0,REG HCC,QUARTERLY,Initiated On Treatment,0,Health Center Committee Register,Facility
3121A,DH,3A,TREAT,0,REG ART,QUARTERLY,Patients Treated,0,Anti-Retroviral Treatment Register,Facility
3121A,DH,3A,TREAT,0,REG ART,QUARTERLY,Patients Treated,0,Anti-Retroviral Treatment Register,Facility
3121A,DH,3A,TREAT,0,REG ART,QUARTERLY,Patients Treated,0,Anti-Retroviral Treatment Register,Facility
3121A,DH,3A,TREAT,0,REG ART,QUARTERLY,Patients Treated,0,Anti-Retroviral Treatment Register,Facility
3121A,DH,3A,TREAT,0,REG ART,QUARTERLY,Patients Treated,0,Anti-Retroviral Treatment Register,Facility
3121A,DH,3A,TREAT,0,REG ART,QUARTERLY,Patients Treated,0,Anti-Retroviral Treatment Register,Facility
3121A,DH,3A,TREAT,0,REG ART,QUARTERLY,Patients Treated,0,Anti-Retroviral Treatment Register,Facility
3121A,DH,3A,TREAT,0,REG ART,QUARTERLY,Patients Treated,0,Anti-Retroviral Treatment Register,Facility
3121A,DH,3A,TREAT,0,REG ART,QUARTERLY,Patients Treated,0,Anti-Retroviral Treatment Register,Facility
